Product Name,Brand Name,Rating,Reviews,Cleaned_Reviews,Sentiment,Confidence_Score
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,4,"pros-beautiful screen,capable of running chrome,take good pictures,the keyboard is comfy,fits in my pocket and fit my hands,plays really good videos and gamescons-no Bluetooth,came late,run down fast really quick,doesnt play 1080p videos.but I would still recommend it to those who like to talk and text a lot like me and watch a lot of movies",prosbeautiful screencapable running chrometake good picturesthe keyboard comfyfits pocket fit handsplays really good videos gamesconsno bluetoothcame laterun fast really quickdoesnt play p videosbut would still recommend like talk text lot like watch lot movies,POSITIVE,0.9518577456474304
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,1,I purchased this phone in December as a christmas present to my son. I called sprint to activate the phone only to find out the ESN wasn't clear. I was told to come into the store and upon research the phone wasn't clear. I reached out to this company to inform them that this ESN wasn't clean. I was told to send the phone back and they would send out another phone. I asked the representative to provide me with the ESN # so that I could call and make sure it was clear. I was told that they didn't have to phone available and was guaranteed it would be clear. I should've known something was wrong then. I received a second phone that turned out not have a clear ESN. The representative at Sprint informed me that the seller of these phones are aware the the ESN isn't clear. So once again I had to send another phone back. I asked for a refund for the phone and shipping since the sent me two phones that didn't have a clear ESN. I received my refund for the phone but have yet to see a refund for the shipping. I wouldn't suggest you buy anything from them.,purchased phone december christmas present son called sprint activate phone find esn wasnt clear told come store upon research phone wasnt clear reached company inform esn wasnt clean told send phone back would send another phone asked representative provide esn could call make sure clear told didnt phone available guaranteed would clear shouldve known something wrong received second phone turned clear esn representative sprint informed seller phones aware esn isnt clear send another phone back asked refund phone shipping since sent two phones didnt clear esn received refund phone yet see refund shipping wouldnt suggest buy anything,NEGATIVE,0.9977943897247314
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,4,Phone good just a little slow phone old but it's a great phone temporary right now. thank you for the great deal,phone good little slow phone old great phone temporary right thank great deal,POSITIVE,0.8680374622344971
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,4,Phone's speaker little low. Overall very happy with the phone. I would purchase another cell phone from Chubbietech. I am satisfied.,phones speaker little low overall happy phone would purchase another cell phone chubbietech satisfied,NEGATIVE,0.9939489364624023
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,5,the phone was great and in good condition. My Daughter is so happy the be a andriod user now !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,phone great good condition daughter happy andriod user,POSITIVE,0.9990015625953674
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,3,"the reasons for the 3 star rating was it was in my opinion better than my iphone 4s but it tends to randomly crash, and randomly power off but it is good for storage space, battery usage, and camera",reasons star rating opinion better iphone tends randomly crash randomly power good storage space battery usage camera,NEGATIVE,0.9985546469688416
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,5,Phone works great. No problems at all,phone works great problems,NEGATIVE,0.9702633619308472
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,1,was not in good condition but does work good,good condition work good,POSITIVE,0.9998252987861633
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,1,"Just... not good. The phone has great screen resolution, storage is low, you need an SD card to do anything. May have a clear ESN but don't expect to use it with things like Freedompop.",good phone great screen resolution storage low need sd card anything may clear esn dont expect use things like freedompop,POSITIVE,0.9850254654884338
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,5,"as described, fast ship!",described fast ship,POSITIVE,0.9994099140167236
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,5,Perfect in every way.,perfect every way,POSITIVE,0.9998714923858643
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,2,One of the phones have a bad charger port. I want to send it back,one phones bad charger port want send back,NEGATIVE,0.9995080232620239
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,5,Just got this phone and it is a great phone. It's easy to use.,got phone great phone easy use,POSITIVE,0.9943299293518066
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,5,The phone was great but it had gotten old so it was time for a replacement.it was great while it lasted.,phone great gotten old time replacementit great lasted,NEGATIVE,0.9950646758079529
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,5,This phone came in great condition! Great price and it brings back great memories of owning this phone!,phone came great condition great price brings back great memories owning phone,POSITIVE,0.9984374642372131
"""CLEAR CLEAN ESN"" Sprint EPIC 4G Galaxy SPH-D700*FRONT CAMERA*ANDROID*SLIDER*QWERTY KEYBOARD*TOUCH SCREEN",Samsung,5,Met all of my expectations. I can't complain at all. Great price!,met expectations cant complain great price,POSITIVE,0.974966287612915
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,"Phone is working on, I was planning to use it for whatsapp anyway. The oh problem, I can't change the idiom",phone working planning use whatsapp anyway oh problem cant change idiom,NEGATIVE,0.9983211159706116
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,excellent product in perfect condition,excellent product perfect condition,POSITIVE,0.99983811378479
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,excellent,excellent,POSITIVE,0.9998434782028198
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,excelente,excelente,POSITIVE,0.9997521042823792
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,2,I like these phone I bought it for my mom and she loves it,like phone bought mom loves,NEGATIVE,0.7976608872413635
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,2,It came with arabian keyboard :(,came arabian keyboard,POSITIVE,0.9825863838195801
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,3,"I love the phone, but one problem and one problem only............once the mic goes that's it. No more mic. But it can take a beating.",love phone one problem one problem onlyonce mic goes thats mic take beating,NEGATIVE,0.9914587736129761
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,I love it!,love,POSITIVE,0.9998735189437866
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,Very practical and user-friendly phone. I am very satisfied with it.,practical userfriendly phone satisfied,POSITIVE,0.9600692391395569
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,Sharp and classy phone,sharp classy phone,POSITIVE,0.9991051554679871
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,very good,good,POSITIVE,0.9998161196708679
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,100% gooddd!,gooddd,POSITIVE,0.9998477697372437
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,Shipped quickly and was exactly what I expected!,shipped quickly exactly expected,NEGATIVE,0.658124566078186
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,4,Works wonderful for the price!,works wonderful price,POSITIVE,0.9998829364776611
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,"Bought this as an alternative to a smart phone and data plan. I use it with Go-Phone on a pay-as-you-go plan. The phone functions are great. The radio and music players are very good sound quality. The smart phone type features are easier and faster to use than any smart phone I have used. There are some software glitches that are documented on the Nokia support site which proved easily fixed. Even though many of the Nokia based features are no longer supported by Microsoft, you can still use the features needed by accessing the web directly via WIFI connection - or data if you want to pay for the privilege - and launching the site/application from there. Although the new Nokia browser is pretty Spartan in appearance, it is fast and runs with good stability. I am a very big guy with lands large even for my size and I find the full qwerty keyboard to be pretty easy to use. I like the programmable hot keys and on-screen shortcuts. Keeps you from launching items that require data connections by accident. The back lighting is thorough and even and the raised buttons are tactile with a positive click response. The phone does have a few quirks. There is no airplane mode as far as I can tell. The flight profile doesn't seem to be able to be set with the broadcasting and receiving functions turned off. The main navigation button/mouse is a little small and doesn't always respond as expected - that might be me though. All in all I would recommend this phone and vendor highly if you want the features of a smart phone but you don't need GPS or a big data bill every month for a bunch of things you don't need or want to keep you life running smoothly.",bought alternative smart phone data plan use gophone payasyougo plan phone functions great radio music players good sound quality smart phone type features easier faster use smart phone used software glitches documented nokia support site proved easily fixed even though many nokia based features longer supported microsoft still use features needed accessing web directly via wifi connection data want pay privilege launching siteapplication although new nokia browser pretty spartan appearance fast runs good stability big guy lands large even size find full qwerty keyboard pretty easy use like programmable hot keys onscreen shortcuts keeps launching items require data connections accident back lighting thorough even raised buttons tactile positive click response phone quirks airplane mode far tell flight profile doesnt seem able set broadcasting receiving functions turned main navigation buttonmouse little small doesnt always respond expected might though would recommend phone vendor highly want features smart phone dont need gps big data bill every month bunch things dont need want keep life running smoothly,NEGATIVE,0.9903207421302795
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,muy buen producto,muy buen producto,NEGATIVE,0.8413735032081604
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,2,"This phone is trapped in 2001, if you want a simple phone get an old school flip phone. If you want something also for work get a blackberry or somthing new. This isn't even in the middle of those two, it's in another dimension. Nothing but frustration with this phone.",phone trapped want simple phone get old school flip phone want something also work get blackberry somthing new isnt even middle two another dimension nothing frustration phone,NEGATIVE,0.9722018837928772
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,Excellent,excellent,POSITIVE,0.9998434782028198
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,4,A friend mentioned this phone to me and it worth what he said. Thanks a lot my friend.,friend mentioned phone worth said thanks lot friend,POSITIVE,0.9992526173591614
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,"Used this unlocked GSM Nokia Asha 302 in the Philippines just recently (Jan-Feb 2015). Excellent, no problem with functionality. Bought a P40 SIM card at the airport & presto! It worked. I passed it on to my brother the instant I came back to the US. He will be visiting the Philippines soon. It was very easy to use. Having been used to smart phones w/ touch screen, I surprised myself when I worked w/ it easily not having read the instructions to operate it. I'll buy another one like this & definitely an upgraded version of this Nokia unlocked GSM phone.",used unlocked gsm nokia asha philippines recently janfeb excellent problem functionality bought p sim card airport presto worked passed brother instant came back us visiting philippines soon easy use used smart phones w touch screen surprised worked w easily read instructions operate ill buy another one like definitely upgraded version nokia unlocked gsm phone,NEGATIVE,0.9340529441833496
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,Excelente,excelente,POSITIVE,0.9997521042823792
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,"Excellent phone for my youngest son, with walk in reasonable options, and quality first",excellent phone youngest son walk reasonable options quality first,POSITIVE,0.9984013438224792
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,solid phone,solid phone,POSITIVE,0.9997416138648987
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,Good choice,good choice,POSITIVE,0.9998458623886108
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,4,"perfect, practical, easy to handle, good resolution, well packed",perfect practical easy handle good resolution well packed,POSITIVE,0.9998331069946289
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,excellent product !!....all right....i recommend....,excellent product righti recommend,POSITIVE,0.9998176693916321
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,5,"Nokia is the brand that can be used in telephone, good price, excellent team, was a gift to my daughter and she liked it, easy to use and very affordable price, I recommend it.",nokia brand used telephone good price excellent team gift daughter liked easy use affordable price recommend,POSITIVE,0.982879102230072
